employee_id,training_date,training_type,training_outcome,location,trainer,training_duration_days,training_cost,training_program_id,training_program_name
1490,2023-07-23,External,Incomplete,North Randalltown,John Gonzalez,4,849.95,4,Communication Skills
1491,2022-08-10,External,Failed,West Ana,Corey Anthony,5,187.65,1,Technical Skills
1492,2022-12-25,Internal,Failed,Lynchstad,Timothy Rice,1,285.56,5,Customer Service
1493,2022-10-09,Internal,Incomplete,Lake Sharihaven,Bonnie Ross,3,793.43,4,Communication Skills
1494,2023-02-01,External,Passed,Williamsborough,Diana Johnson,5,978.89,5,Customer Service
1495,2023-02-25,Internal,Completed,Lake Lesliehaven,Angela Norman,4,993.66,5,Customer Service
1496,2022-09-07,External,Completed,North Anthony,Jose Bell,3,768.55,5,Customer Service
1497,2022-08-23,External,Completed,New Mark,Jeanette Kirby,3,140.78,1,Technical Skills
1498,2023-08-05,Internal,Passed,Lake Jacobborough,John Garza,3,598.07,3,Project Management
1499,2023-01-18,External,Incomplete,Port Josephmouth,Pamela Fuentes,5,543.52,5,Customer Service
1500,2023-01-12,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73,1,Technical Skills
1501,2023-07-29,Internal,Completed,Valenzuelaland,Kelly Bruce,2,491.99,5,Customer Service
1502,2023-03-08,Internal,Failed,Garciabury,Lindsey Maldonado,4,245.0,1,Technical Skills
1503,2022-12-09,External,Failed,Martinmouth,Ashley Carter,3,574.9,4,Communication Skills
1504,2023-06-20,Internal,Failed,Veronicabury,Ivan Patton,4,684.08,1,Technical Skills
1505,2023-05-08,Internal,Passed,Jessicaside,Jacqueline Mclaughlin,2,204.1,2,Leadership Development
1506,2022-11-01,External,Failed,Riceland,Oscar Briggs,1,789.33,2,Leadership Development
1507,2022-09-21,Internal,Completed,Pughland,Catherine Whitehead,3,812.13,1,Technical Skills
1508,2023-05-12,Internal,Passed,Angelafurt,Christian Abbott,2,675.02,5,Customer Service
1509,2023-06-29,Internal,Incomplete,New Darren,William Ford,4,343.07,3,Project Management
1510,2022-10-13,External,Incomplete,Lake Jamesport,Sarah Butler,5,986.78,1,Technical Skills
1511,2022-08-25,Internal,Failed,Kevinmouth,William Nguyen,5,511.15,2,Leadership Development
1512,2023-05-28,External,Failed,Taylorland,Joseph Hayden,5,305.09,3,Project Management
1513,2022-11-10,External,Failed,Jeffburgh,Jon Braun,4,746.57,1,Technical Skills
1514,2022-12-01,Internal,Failed,Gardnertown,Cindy Horn,5,434.39,2,Leadership Development
1515,2023-04-03,External,Completed,Franktown,Kristopher Turner,3,765.84,4,Communication Skills
1516,2022-11-18,Internal,Failed,North Brandonshire,Brian Powell,3,457.4,4,Communication Skills
1517,2023-01-12,External,Passed,Parkerland,Nicholas Wallace,3,615.84,5,Customer Service
1518,2022-12-08,Internal,Completed,South Kevin,Tanya Marshall,2,803.79,5,Customer Service
1519,2022-09-23,External,Completed,Brookefort,William Rodriguez,2,586.89,2,Leadership Development
1520,2022-10-11,External,Failed,Rachelmouth,Thomas Johnson,5,104.48,4,Communication Skills
1521,2023-06-02,Internal,Passed,Thomasmouth,Richard Warner,1,877.41,3,Project Management
1522,2023-05-17,External,Incomplete,Hayesport,Kimberly Martin,3,791.99,1,Technical Skills
1523,2022-12-11,External,Incomplete,South Veronica,Amanda Mcbride,2,660.4,1,Technical Skills
1524,2023-05-01,Internal,Completed,Johnsonfurt,Richard Martinez,2,928.81,4,Communication Skills
1525,2022-12-10,Internal,Incomplete,Davisview,Sarah Smith,4,347.29,1,Technical Skills
1526,2023-05-26,Internal,Completed,New Richardhaven,Victoria Patel,3,190.51,2,Leadership Development
1527,2023-06-03,External,Incomplete,Stacyton,Cristina Shields,3,206.53,5,Customer Service
1528,2022-12-10,Internal,Incomplete,Lake Amy,Ryan Carey,1,639.93,4,Communication Skills
1529,2023-04-14,External,Incomplete,North Susan,Elizabeth Robinson,5,304.06,4,Communication Skills
1530,2023-06-06,External,Passed,Adamsmouth,Brendan Robles,4,261.13,3,Project Management
1531,2023-07-18,Internal,Passed,North Andrewport,Anna Brooks,4,404.06,2,Leadership Development
1532,2022-08-11,External,Completed,Brianshire,Scott Griffin,5,746.17,1,Technical Skills
1533,2022-12-24,External,Passed,Allenside,Kristen Mills,2,278.33,2,Leadership Development
1534,2022-10-27,External,Failed,Port Jake,Carla Smith,1,857.19,3,Project Management
1535,2022-10-09,Internal,Failed,Rhondaport,Mrs. Kelly Rich PhD,3,442.86,5,Customer Service
1536,2023-01-27,Internal,Passed,Josephshire,Travis Ryan,4,382.0,4,Communication Skills
1537,2023-07-29,External,Incomplete,Lake Kyle,David Anderson,2,430.09,4,Communication Skills
1538,2022-10-21,External,Failed,South Michaelmouth,Heather Tucker,3,854.47,2,Leadership Development
1539,2022-12-20,Internal,Passed,Brentberg,Sierra Mooney,5,899.57,4,Communication Skills
1540,2022-10-27,Internal,Incomplete,Rochaton,Stephanie Zamora,1,686.34,4,Communication Skills
1541,2023-02-17,Internal,Passed,Lake Rebecca,Russell Gutierrez,4,770.12,4,Communication Skills
1542,2022-10-07,External,Incomplete,Jamiechester,Amanda Fowler,4,180.73,2,Leadership Development
1543,2023-05-01,Internal,Incomplete,Port Codyshire,Tracie Hicks,2,734.87,1,Technical Skills
1544,2022-10-23,Internal,Passed,Burkeport,Kelly Bennett,3,811.24,4,Communication Skills
1545,2023-02-05,Internal,Passed,East Kathleenstad,Ethan Golden,3,566.0,2,Leadership Development
1546,2023-02-26,External,Incomplete,East Guyview,Stephanie Rogers,5,638.92,3,Project Management
1547,2023-04-04,Internal,Incomplete,North Patricia,Regina Brown,3,340.07,2,Leadership Development
1548,2023-04-12,Internal,Passed,North Nicholasberg,Nicholas Bryant,4,206.75,4,Communication Skills
1549,2023-06-04,External,Completed,North Paulbury,Tammy Smith,1,759.56,3,Project Management
1550,2022-11-09,External,Failed,Sarahville,Sarah Blake,3,354.19,5,Customer Service
1551,2022-08-22,External,Incomplete,Kimberlyshire,Todd Medina,4,791.44,3,Project Management
1552,2022-09-28,External,Passed,Hendersonbury,Michael Brown,4,616.86,2,Leadership Development
1553,2023-03-19,External,Completed,Chenshire,Michael Hoffman,3,528.55,2,Leadership Development
1554,2022-09-17,Internal,Completed,North Taraview,Donald Wong,2,892.06,3,Project Management
1555,2023-02-26,External,Passed,New Jamesport,Karen Ramos MD,5,757.78,1,Technical Skills
1556,2023-06-10,External,Completed,Justinmouth,Vincent Lester,1,337.94,4,Communication Skills
1557,2023-06-06,External,Incomplete,Nicholasfurt,Eric Bullock,5,256.57,5,Customer Service
1558,2022-09-25,External,Passed,Alvarezland,Daniel Edwards,2,839.12,2,Leadership Development
1559,2023-04-08,External,Passed,East Kimberly,Katherine Wilson,1,281.94,3,Project Management
1560,2023-07-05,External,Completed,Careyberg,Allen Spencer,2,821.41,1,Technical Skills
1561,2022-10-19,Internal,Incomplete,Lake Jenniferside,Dr. Heather Osborne,3,924.06,2,Leadership Development
1562,2022-12-24,Internal,Passed,Thompsonmouth,Alexis Ryan,2,578.66,2,Leadership Development
1563,2022-12-09,External,Incomplete,Grantton,Laura Harper,3,721.86,2,Leadership Development
1564,2023-04-20,External,Completed,Mannton,Larry Johnson,4,430.3,4,Communication Skills
1565,2022-12-03,Internal,Completed,New Taylorhaven,Heather Jones,3,337.52,5,Customer Service
1566,2023-05-05,Internal,Failed,East Matthew,Mrs. Jordan Lee,1,692.71,4,Communication Skills
1567,2023-05-13,External,Failed,Nicoleborough,Debra Bailey,1,177.99,3,Project Management
1568,2023-04-07,External,Incomplete,Riddleland,Maria Ramos,5,586.71,4,Communication Skills
1569,2023-03-20,Internal,Completed,West Patrickmouth,Brian Fitzpatrick,2,771.98,5,Customer Service
1570,2023-03-28,Internal,Passed,West Chelseastad,Christopher Davidson,4,121.88,3,Project Management
1571,2023-03-15,External,Completed,Hillstad,Jennifer Gonzales,2,379.68,3,Project Management
1572,2022-10-08,Internal,Completed,Adammouth,Douglas Greer,2,738.65,5,Customer Service
1573,2022-12-15,External,Incomplete,Khanberg,Douglas Johnson,2,159.42,1,Technical Skills
1574,2023-06-23,Internal,Passed,South Andrew,Timothy Wood,1,689.76,4,Communication Skills
1575,2023-04-14,Internal,Incomplete,Torresbury,Lisa Harris,5,981.36,2,Leadership Development
1576,2023-07-06,Internal,Completed,Jessicaview,Patricia Daugherty,4,104.34,4,Communication Skills
1577,2022-10-26,External,Failed,Lake Billy,Katherine Ward,5,413.08,5,Customer Service
1578,2022-12-29,External,Incomplete,Lake Susanmouth,Brandon Booker,1,856.71,1,Technical Skills
1579,2022-10-20,Internal,Passed,Port Stevenside,Ashley Brown,5,322.3,4,Communication Skills
1580,2023-03-29,Internal,Passed,Garciafurt,Julie James,3,527.93,3,Project Management
1581,2023-01-10,External,Failed,Port Kellyside,Lindsay Allison,2,480.2,3,Project Management
1582,2022-11-01,Internal,Completed,West Adam,Nicole Thompson,5,323.79,2,Leadership Development
1583,2023-06-18,External,Failed,East Ronniehaven,Blake Miller,3,184.66,2,Leadership Development
1584,2023-05-10,External,Passed,South Kristaborough,Thomas Ware,4,265.22,2,Leadership Development
1585,2023-02-06,External,Incomplete,Kellybury,Lauren Rogers PhD,5,843.28,1,Technical Skills
1586,2022-12-06,Internal,Passed,North Megan,Johnny Moore,3,643.9,4,Communication Skills
1587,2023-03-10,Internal,Completed,Alvarezshire,Daniel Perez,4,876.73,5,Customer Service
1588,2022-11-08,Internal,Failed,East Douglasport,Christopher Hayes,1,293.85,2,Leadership Development
1589,2022-10-22,Internal,Incomplete,Port Ronnie,Robert Jones,4,328.06,3,Project Management
1590,2023-03-16,Internal,Failed,Sarahbury,Jordan Jarvis,2,187.35,2,Leadership Development
1591,2023-06-09,Internal,Passed,Port Linda,Karen Gonzalez,5,340.01,2,Leadership Development
1592,2023-06-20,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82,4,Communication Skills
1593,2023-05-08,External,Failed,Debbiemouth,Pamela Sharp,1,321.08,2,Leadership Development
1594,2023-04-04,External,Failed,New Tinafurt,Jessica King,1,684.45,4,Communication Skills
1595,2023-05-07,External,Passed,Gallagherstad,Pamela Hernandez,4,571.48,2,Leadership Development
1596,2023-02-03,Internal,Incomplete,Franklinstad,Misty Burns,4,683.34,3,Project Management
1597,2023-07-07,Internal,Incomplete,Lake Charles,Richard Owen,2,865.57,5,Customer Service
1598,2023-06-17,Internal,Incomplete,New Jenniferburgh,Daniel Barnes,2,130.29,1,Technical Skills
1599,2023-05-17,External,Passed,Shawnport,Alexandra Lin,2,848.72,2,Leadership Development
1600,2022-08-15,Internal,Passed,Jorgemouth,Katherine Ramos,5,851.93,3,Project Management
1601,2023-05-20,Internal,Incomplete,New Shannontown,Anthony King,4,381.09,1,Technical Skills
1602,2023-04-23,External,Incomplete,Munozborough,Reginald Turner,4,175.5,3,Project Management
1603,2023-03-11,External,Completed,Port Sabrinaton,Steven Larson,2,784.15,4,Communication Skills
1604,2023-02-08,External,Passed,New Ashley,Jason Williams,3,999.97,4,Communication Skills
1605,2023-04-08,Internal,Passed,Beckerside,Shane Weaver,5,878.65,5,Customer Service
1606,2022-09-26,Internal,Completed,Petermouth,Teresa Dickerson PhD,5,937.89,3,Project Management
1607,2022-11-30,External,Completed,West Jamesshire,Pamela Stevens,3,961.1,5,Customer Service
1608,2022-11-06,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96,5,Customer Service
1609,2023-04-22,Internal,Failed,New Jennifer,Emily Fisher,3,455.52,3,Project Management
1610,2023-03-29,External,Completed,North Erin,Francisco Hines,4,815.24,4,Communication Skills
1611,2022-10-01,External,Failed,North Debra,Laura Jones,5,534.82,2,Leadership Development
1612,2023-01-25,External,Incomplete,Lake Brentbury,Brad King,4,522.79,1,Technical Skills
1613,2023-01-28,Internal,Completed,Lake Charlesberg,Justin Rivera,1,868.8,2,Leadership Development
1614,2023-07-22,External,Passed,Kennethstad,Tammy Paul,1,808.85,4,Communication Skills
1615,2022-08-31,Internal,Passed,Marystad,Sabrina Hicks,1,874.1,1,Technical Skills
1616,2023-07-18,External,Completed,Michelleborough,Mark Cisneros,2,206.73,2,Leadership Development
1617,2023-02-06,Internal,Completed,New Hannah,George Stevenson,3,586.5,2,Leadership Development
1618,2023-04-24,Internal,Passed,East Stephenfurt,Rose Ortega DDS,2,779.69,2,Leadership Development
1619,2022-11-07,Internal,Incomplete,Port Courtneymouth,Willie Roth,4,506.99,1,Technical Skills
1620,2023-01-18,External,Completed,Bakerberg,Michael Lee,5,986.14,3,Project Management
1621,2022-10-03,Internal,Completed,Pattersonmouth,Scott Calhoun,2,264.74,1,Technical Skills
1622,2022-12-17,Internal,Passed,Port Jonathanburgh,Jason Martinez,4,344.06,4,Communication Skills
1623,2022-11-26,Internal,Passed,Lloydfurt,Matthew Nelson,3,232.5,3,Project Management
1624,2023-04-21,Internal,Failed,Katherineland,Brittney Chapman,1,953.68,5,Customer Service
1625,2022-11-15,External,Passed,East Danielport,David Wood,5,101.56,3,Project Management
1626,2023-05-05,Internal,Failed,Austinville,Ryan Morris,3,624.8,3,Project Management
1627,2022-12-05,Internal,Completed,South Emmaport,Brenda Richardson,5,943.93,3,Project Management
1628,2023-05-20,Internal,Completed,Port Nicholasburgh,Kimberly Owens,1,781.52,5,Customer Service
1629,2023-07-18,Internal,Failed,East Kevinstad,Jason Moore,2,615.28,2,Leadership Development
1630,2023-03-26,External,Incomplete,South Matthew,Ann Wright,4,779.26,5,Customer Service
1631,2023-01-14,External,Incomplete,Larryshire,Marissa Mcintyre,1,464.49,5,Customer Service
1632,2023-03-26,External,Completed,Deniseshire,Jim Adams,4,196.31,2,Leadership Development
1633,2022-10-09,External,Passed,East Allison,Daniel Benitez,3,300.12,3,Project Management
1634,2023-03-26,External,Failed,Donnaport,Amber Waters,3,895.42,4,Communication Skills
1635,2023-05-15,External,Completed,Port Mark,Christina Moore,3,619.86,2,Leadership Development
1636,2022-08-31,External,Completed,South Sarah,Matthew Benson,1,943.84,1,Technical Skills
1637,2022-10-04,External,Failed,Onealshire,Daniel Taylor,5,556.33,5,Customer Service
1638,2022-12-27,External,Completed,North James,Theodore Torres,4,274.97,5,Customer Service
1639,2023-01-21,Internal,Completed,West Tonyfurt,James Wagner,5,359.87,4,Communication Skills
1640,2023-02-01,Internal,Completed,Port Heather,Jennifer Bell,1,881.51,4,Communication Skills
1641,2022-12-22,External,Passed,Tylermouth,Bradley Warner,5,879.86,3,Project Management
1642,2023-07-18,External,Passed,Lake Andrea,Joseph Steele,3,226.92,5,Customer Service
1643,2023-07-13,External,Completed,Farleychester,Linda Strong,3,674.14,1,Technical Skills
1644,2022-12-13,External,Failed,East Victoria,Lindsay Parker,4,383.95,5,Customer Service
1645,2022-08-12,External,Completed,New Jeffrey,Nicole Horn,1,122.81,1,Technical Skills
1646,2022-08-07,Internal,Completed,North Robertville,Joseph Hill,5,380.22,5,Customer Service
1647,2022-09-15,External,Passed,Lancemouth,Melissa Wood,5,719.1,4,Communication Skills
1648,2023-01-11,External,Passed,West Dawntown,Kevin Palmer,1,699.81,3,Project Management
1649,2022-11-24,Internal,Passed,New David,Lisa Kennedy MD,5,452.38,2,Leadership Development
1650,2022-10-08,Internal,Completed,Robertfort,Angela Lewis,3,727.36,2,Leadership Development
1651,2022-12-20,Internal,Passed,Danieltown,Leslie Howell,5,595.83,5,Customer Service
1652,2022-12-09,Internal,Completed,Pageport,John Watson,4,740.51,2,Leadership Development
1653,2023-07-24,External,Incomplete,Jasonport,Tammy Gaines,1,886.01,1,Technical Skills
1654,2023-05-01,External,Failed,Michaelshire,George Morris,2,641.09,1,Technical Skills
1655,2023-06-15,Internal,Completed,Garciafurt,Candice Williams,5,780.94,4,Communication Skills
1656,2023-03-19,Internal,Completed,North Amanda,Christopher Drake,3,132.75,2,Leadership Development
1657,2022-10-01,Internal,Passed,South Danny,Robert Bartlett,1,838.52,1,Technical Skills
1658,2023-06-06,External,Failed,Morrisburgh,Bradley Walker,4,474.23,3,Project Management
1659,2023-05-23,Internal,Incomplete,Briggsport,Christine Rollins,1,579.06,2,Leadership Development
1660,2023-07-25,Internal,Failed,Lake Angela,Paula Choi,5,698.82,4,Communication Skills
1661,2023-07-20,Internal,Failed,New Nathan,Justin Thompson,5,633.36,1,Technical Skills
1662,2023-02-18,Internal,Failed,Wilsonborough,Diane Lam,3,241.19,1,Technical Skills
1663,2023-07-13,External,Passed,New Elizabeth,Dustin Alexander,5,271.37,4,Communication Skills
1664,2023-07-08,Internal,Incomplete,East Jimmy,Christopher Smith,1,137.87,3,Project Management
1665,2022-11-15,Internal,Passed,Herreraland,Dr. Christina Johnson,3,999.83,3,Project Management
1666,2023-02-21,Internal,Failed,New Paula,Kristin Scott,5,597.62,1,Technical Skills
1667,2022-09-11,External,Completed,Munozstad,Thomas Schmitt,1,697.89,2,Leadership Development
1668,2023-06-23,External,Failed,Lake Melanie,Jocelyn Lee,5,673.27,5,Customer Service
1669,2023-01-10,External,Passed,Danielport,Ronald Shaw,5,753.01,3,Project Management
1670,2023-02-01,Internal,Failed,Aaronstad,Jamie Riley,5,939.02,2,Leadership Development
1671,2022-11-15,External,Passed,East Jeremy,Stacey Sparks,2,680.45,5,Customer Service
1672,2022-09-14,External,Completed,Jacksonmouth,Todd Shea,3,263.8,1,Technical Skills
1673,2023-01-04,External,Incomplete,Christinashire,Mark Miller,2,981.06,3,Project Management
1674,2022-11-22,Internal,Passed,New William,Brandon Lee,1,293.55,5,Customer Service
1675,2023-03-07,Internal,Failed,New Alexanderland,Matthew Robertson,4,904.68,1,Technical Skills
1676,2022-12-07,Internal,Failed,Carlland,Michael Patel,5,104.66,3,Project Management
1677,2022-12-02,External,Incomplete,Nicholsonfurt,Juan Hall,2,836.37,1,Technical Skills
1678,2023-04-14,Internal,Completed,Turnershire,Patricia Smith,1,749.64,2,Leadership Development
1679,2023-03-25,External,Failed,Lloydborough,Alicia Reed,5,213.06,2,Leadership Development
1680,2022-10-04,Internal,Completed,Wrightburgh,Jennifer Mclaughlin,3,882.76,5,Customer Service
1681,2022-12-20,External,Failed,Santanastad,Brenda Tyler,1,113.42,5,Customer Service
1682,2022-09-19,External,Failed,South Rhondaburgh,Brittany Munoz,3,284.61,3,Project Management
1683,2023-06-28,Internal,Failed,Port Amanda,Melissa Carter,1,599.74,3,Project Management
1684,2023-06-05,Internal,Failed,North Amberport,Randall Smith,5,700.99,2,Leadership Development
1685,2023-01-01,Internal,Passed,West Jenniferton,Mr. James Mills,1,650.07,5,Customer Service
1686,2022-11-11,External,Completed,West Robert,Paul Cook,2,851.38,4,Communication Skills
1687,2023-02-24,Internal,Failed,Tanyabury,James Brown,4,455.1,5,Customer Service
1688,2022-12-21,Internal,Completed,Brendaside,Paul Harrington,3,880.67,3,Project Management
1689,2022-09-15,External,Passed,Moodychester,Tara Ballard,2,712.64,5,Customer Service
1690,2023-01-21,Internal,Failed,Moralesport,Daniel Barnett,3,504.34,4,Communication Skills
1691,2022-09-21,External,Failed,South Kellyborough,Michael Williamson,3,120.37,5,Customer Service
1692,2023-03-08,External,Failed,North Madisonberg,Daniel Alvarez,1,705.24,3,Project Management
1693,2023-03-10,External,Passed,Hodgesmouth,Kim James,5,928.81,3,Project Management
1694,2022-08-30,Internal,Completed,Kaylaburgh,William Moore,5,638.07,4,Communication Skills
1695,2023-01-03,Internal,Passed,East James,Brittany Fuller,2,913.34,2,Leadership Development
1696,2023-05-29,Internal,Completed,Yatesburgh,Dr. Eric Reynolds,1,754.78,3,Project Management
1697,2022-10-14,External,Passed,South Mistychester,Sierra Bishop,4,503.3,2,Leadership Development
1698,2022-11-23,External,Passed,Dustinville,Shawn Williams,5,218.31,1,Technical Skills
1699,2023-07-24,External,Incomplete,Port Jorge,Derek Wilson,3,730.86,5,Customer Service
1700,2022-09-19,External,Completed,Andradeport,Dr. Taylor Davis,4,203.34,5,Customer Service
1701,2023-06-18,Internal,Passed,South Taylor,Marcus Harris,1,460.53,1,Technical Skills
1702,2023-03-19,Internal,Completed,Meganport,Madison Rogers,5,733.92,4,Communication Skills
1703,2022-10-06,Internal,Completed,Audreyfort,Lance Steele,2,987.43,5,Customer Service
1704,2023-05-13,External,Completed,Lake Julia,Sarah Ryan,1,691.32,5,Customer Service
1705,2022-10-22,External,Passed,Lake Traceyborough,Evan Davis,1,663.08,4,Communication Skills
1706,2022-09-21,External,Incomplete,Kathleenhaven,Daniel Rivera,1,970.01,5,Customer Service
1707,2023-05-26,Internal,Passed,Shepherdchester,Jeffrey Williams,3,496.31,5,Customer Service
1708,2023-06-20,Internal,Incomplete,South Carrie,Matthew Cox,5,640.01,5,Customer Service
1709,2023-06-03,External,Failed,South Lance,Stephanie Haney,4,858.8,1,Technical Skills
1710,2022-12-11,External,Passed,Markville,Sharon Sanchez,2,300.52,4,Communication Skills
1711,2022-09-30,External,Failed,Lindaland,Melissa Martinez,3,102.19,1,Technical Skills
1712,2023-06-06,Internal,Completed,Michaelberg,Adam Walters,2,581.16,4,Communication Skills
1713,2023-03-11,Internal,Incomplete,Clarkeside,Samantha Mcguire,3,752.91,2,Leadership Development
1714,2023-07-24,External,Passed,Lake Michael,Gary Smith,3,374.58,3,Project Management
1715,2023-02-17,Internal,Incomplete,North Danielfort,Hector Hinton,3,788.64,2,Leadership Development
1716,2023-02-13,External,Incomplete,Lake Erica,Leslie Hall,2,234.05,4,Communication Skills
1717,2022-11-05,External,Incomplete,Port Joshua,Anne Holt,1,381.33,5,Customer Service
1718,2022-12-24,Internal,Passed,Wellsborough,Wendy Short,3,527.62,2,Leadership Development
1719,2022-09-12,External,Passed,Butlerchester,Brian Hawkins,3,442.1,2,Leadership Development
1720,2023-01-19,Internal,Passed,Scotthaven,Tamara Harris,2,396.81,3,Project Management
1721,2023-02-16,External,Failed,Kathleenhaven,John Graham,2,730.31,3,Project Management
1722,2023-05-14,External,Incomplete,Stephensburgh,Caleb Strickland,2,128.06,1,Technical Skills
1723,2022-09-25,External,Passed,Sophiaborough,Andrea Lopez,5,942.63,1,Technical Skills
1724,2023-04-11,Internal,Failed,Fullerstad,Miguel Villarreal,5,733.63,5,Customer Service
1725,2023-01-16,External,Completed,Cynthiaview,James Mccormick,1,743.28,5,Customer Service
1726,2022-10-19,Internal,Completed,Higginsport,Joshua Brewer,4,435.18,1,Technical Skills
1727,2023-02-16,Internal,Failed,Weaverburgh,Donna Guzman,5,252.22,1,Technical Skills
1728,2022-12-31,External,Completed,Lake Dustin,Joel Thomas,2,103.07,5,Customer Service
1729,2023-03-22,Internal,Incomplete,Mollymouth,Jennifer Diaz,2,386.87,1,Technical Skills
1730,2023-03-20,External,Incomplete,East Julie,Joseph Russo,3,718.21,5,Customer Service
1731,2023-02-27,Internal,Failed,South Jennifer,Travis Cook,1,578.81,5,Customer Service
1732,2023-07-06,Internal,Completed,East Louis,Derrick Wallace,1,562.06,3,Project Management
1733,2023-01-08,External,Incomplete,Lake Danielleport,Tammy King,5,845.86,2,Leadership Development
1734,2023-01-16,External,Completed,Samanthatown,Jodi Davis,2,391.39,3,Project Management
1735,2023-07-22,Internal,Passed,Jonesport,David Harris,1,203.04,3,Project Management
1736,2023-03-09,Internal,Incomplete,West Sarahborough,Michael Lopez,4,717.29,2,Leadership Development
1737,2022-10-17,External,Incomplete,Atkinsonbury,William Collins,5,719.0,2,Leadership Development
1738,2023-01-09,External,Incomplete,East Sharon,Sean Mckee,5,802.66,5,Customer Service
1739,2023-07-04,Internal,Incomplete,East Julie,Lisa Hahn,1,388.07,4,Communication Skills
1740,2023-02-18,Internal,Completed,South Donna,Nicole Sanders,2,350.26,3,Project Management
1741,2022-11-08,External,Completed,Chasefurt,Mrs. Sandra Howard DDS,5,625.76,2,Leadership Development
1742,2023-04-19,External,Incomplete,Port Robert,Kristen Brown,1,206.72,4,Communication Skills
1743,2023-07-13,External,Passed,New David,Debra Barton,4,954.37,3,Project Management
1744,2022-12-24,Internal,Failed,Prattview,Scott Kline,4,728.77,4,Communication Skills
1745,2022-09-05,External,Completed,Simsberg,Mrs. Stephanie Miller,1,996.01,2,Leadership Development
1746,2022-11-18,Internal,Incomplete,Jonesberg,Lauren Andrews,2,787.19,4,Communication Skills
1747,2023-03-02,External,Passed,Ryanshire,Kevin Snow,3,853.43,3,Project Management
1748,2023-03-26,External,Failed,Williamsmouth,Andrea Ball,5,433.03,2,Leadership Development
1749,2023-07-21,Internal,Incomplete,Burtonton,Joseph Potter,3,148.69,2,Leadership Development
1750,2022-08-20,Internal,Incomplete,New Arthur,Maria Gonzalez,1,523.44,3,Project Management
1751,2022-12-10,External,Incomplete,New Dennisshire,Jose Guzman,5,719.54,3,Project Management
1752,2022-10-09,External,Incomplete,Harrisonshire,John Ramirez,3,560.55,2,Leadership Development
1753,2023-03-18,Internal,Completed,Port Steven,Brett Ortiz,1,711.71,5,Customer Service
1754,2023-01-30,External,Failed,Franciscohaven,John Jones,1,980.65,3,Project Management
1755,2022-11-22,External,Incomplete,Curryberg,Melissa Whitehead,2,367.76,4,Communication Skills
1756,2023-04-22,Internal,Failed,Laurieville,Jared Spence,1,849.36,4,Communication Skills
1757,2022-12-31,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05,1,Technical Skills
1758,2023-05-14,Internal,Completed,North Patricia,Robert Campbell,5,296.24,5,Customer Service
1759,2022-10-21,Internal,Completed,Clarkview,Rachel Phillips,4,220.06,3,Project Management
1760,2023-01-20,External,Passed,Brownchester,Glenn Jimenez,3,378.51,1,Technical Skills
1761,2022-11-07,External,Completed,New Eric,Denise Guzman,4,905.6,1,Technical Skills
1762,2022-09-02,External,Incomplete,South Raymondchester,Christopher Griffin,3,669.57,5,Customer Service
1763,2023-03-02,External,Completed,Joneston,Amanda Hughes,2,723.9,2,Leadership Development
1764,2023-05-07,Internal,Passed,Port Joshua,Anna Mitchell,1,834.44,4,Communication Skills
1765,2023-08-04,External,Incomplete,Williamsmouth,William Johnson,1,393.88,2,Leadership Development
1766,2023-07-07,External,Incomplete,Greenestad,Patrick Gray,3,637.61,5,Customer Service
1767,2022-10-25,External,Passed,Riverastad,Scott Everett,3,902.11,3,Project Management
1768,2022-09-30,External,Passed,Lake Tyler,Amanda Nelson,1,999.79,2,Leadership Development
1769,2023-03-27,Internal,Passed,New Jamesville,Stephanie Good DVM,1,976.58,2,Leadership Development
1770,2022-09-04,External,Incomplete,West David,Natalie Ross,2,257.2,5,Customer Service
1771,2023-02-27,External,Incomplete,New Kevinfurt,Randy Wilson,2,991.1,1,Technical Skills
1772,2022-08-20,External,Passed,Port Paul,Lydia Campbell,2,205.64,1,Technical Skills
1773,2022-12-30,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45,2,Leadership Development
1774,2023-06-08,External,Failed,Johnhaven,Jacob Wilson,5,643.22,5,Customer Service
1775,2023-05-08,Internal,Failed,Port David,Brianna Williams,4,795.28,3,Project Management
1776,2022-09-07,Internal,Failed,South Madison,Roy Johnson,2,521.69,3,Project Management
1777,2023-04-24,External,Incomplete,Greenehaven,Daniel Barton,3,157.78,5,Customer Service
1778,2022-09-01,External,Passed,Lake James,Holly Roth,3,803.94,3,Project Management
1779,2022-11-27,Internal,Passed,Lake Donna,Gabriela Rodriguez,3,188.56,3,Project Management
1780,2023-03-25,External,Passed,Brooksport,Brandy Conway,2,663.72,1,Technical Skills
1781,2023-07-04,External,Failed,Carlahaven,Frank Perez,4,892.3,1,Technical Skills
1782,2022-12-21,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35,4,Communication Skills
1783,2022-12-24,External,Passed,Ramosport,Justin Frazier,2,595.5,1,Technical Skills
1784,2022-11-17,External,Passed,East Jacob,Ashlee Conley,2,242.18,4,Communication Skills
1785,2023-01-07,Internal,Failed,Cindyfurt,Brandon Fox,5,104.95,3,Project Management
